  -3.0000000e+00   4.2342283e+00
  -2.9800000e+00   4.8448933e+00
  -2.9600000e+00   4.3831562e+00
  -2.9400000e+00   4.5014270e+00
  -2.9200000e+00   5.5784790e+00
  -2.9000000e+00   4.7381221e+00
  -2.8800000e+00   6.0121237e+00
  -2.8600000e+00   6.1949618e+00
  -2.8400000e+00   4.6614552e+00
  -2.8200000e+00   3.8699501e+00
  -2.8000000e+00   5.1042655e+00
  -2.7800000e+00   5.5181680e+00
  -2.7600000e+00   3.6249656e+00
  -2.7400000e+00   3.1302516e+00
  -2.7200000e+00   3.5541008e+00
  -2.7000000e+00   4.9196321e+00
  -2.6800000e+00   4.1360704e+00
  -2.6600000e+00   4.9830944e+00
  -2.6400000e+00   3.0448832e+00
  -2.6200000e+00   3.1551869e+00
  -2.6000000e+00   3.4147321e+00
  -2.5800000e+00   4.7348238e+00
  -2.5600000e+00   4.8640311e+00
  -2.5400000e+00   4.5108741e+00
  -2.5200000e+00   2.5622268e+00
  -2.5000000e+00   2.4839002e+00
  -2.4800000e+00   4.5847987e+00
  -2.4600000e+00   3.8723847e+00
  -2.4400000e+00   2.8800154e+00
  -2.4200000e+00   4.2100394e+00
  -2.4000000e+00   1.9404581e+00
  -2.3800000e+00   3.5252271e+00
  -2.3600000e+00   3.8871375e+00
  -2.3400000e+00   3.5793220e+00
  -2.3200000e+00   1.5159228e+00
  -2.3000000e+00   3.5915137e+00
  -2.2800000e+00   2.4573165e+00
  -2.2600000e+00   2.8249621e+00
  -2.2400000e+00   8.8323378e-01
  -2.2200000e+00   1.1152660e+00
  -2.2000000e+00   6.6282283e-01
  -2.1800000e+00   3.5103336e+00
  -2.1600000e+00   1.1882961e+00
  -2.1400000e+00   3.0561973e+00
  -2.1200000e+00   1.1746207e+00
  -2.1000000e+00   1.3196518e+00
  -2.0800000e+00   2.4552507e+00
  -2.0600000e+00   2.8804738e+00
  -2.0400000e+00   2.4461473e+00
  -2.0200000e+00   7.8750526e-01
  -2.0000000e+00   2.9777738e-01
  -1.9800000e+00  -5.4510188e-02
  -1.9600000e+00   3.8960498e-01
  -1.9400000e+00   3.6003056e-01
  -1.9200000e+00   2.0507168e+00
  -1.9000000e+00  -6.0148111e-02
  -1.8800000e+00   1.1166582e+00
  -1.8600000e+00   1.8939461e+00
  -1.8400000e+00  -1.4618317e-01
  -1.8200000e+00   2.4680921e+00
  -1.8000000e+00   1.3749094e-01
  -1.7800000e+00  -1.9666021e-01
  -1.7600000e+00   7.1375408e-01
  -1.7400000e+00   1.6506475e+00
  -1.7200000e+00   1.4115804e+00
  -1.7000000e+00   2.0218920e+00
  -1.6800000e+00   1.8298825e+00
  -1.6600000e+00  -7.6148972e-01
  -1.6400000e+00   2.8368899e-01
  -1.6200000e+00   4.4491379e-01
  -1.6000000e+00   3.6715310e-01
  -1.5800000e+00   1.0773672e+00
  -1.5600000e+00  -8.9508024e-01
  -1.5400000e+00   1.2088807e+00
  -1.5200000e+00   1.7017789e-01
  -1.5000000e+00   1.1749823e+00
  -1.4800000e+00   1.3854839e+00
  -1.4600000e+00  -1.1468547e+00
  -1.4400000e+00  -3.2111333e-01
  -1.4200000e+00  -1.3278217e+00
  -1.4000000e+00  -3.9931080e-02
  -1.3800000e+00   1.0405886e+00
  -1.3600000e+00  -1.1876226e+00
  -1.3400000e+00  -5.0464280e-01
  -1.3200000e+00  -7.2508141e-01
  -1.3000000e+00   2.6530088e-01
  -1.2800000e+00   5.1510097e-01
  -1.2600000e+00   1.2424101e+00
  -1.2400000e+00  -1.0180203e+00
  -1.2200000e+00   6.7328610e-01
  -1.2000000e+00  -1.7011850e+00
  -1.1800000e+00  -7.9175267e-02
  -1.1600000e+00  -1.3601863e+00
  -1.1400000e+00   4.7222229e-01
  -1.1200000e+00   1.0663151e+00
  -1.1000000e+00  -1.5344523e+00
  -1.0800000e+00  -1.4352270e+00
  -1.0600000e+00   3.0964397e-01
  -1.0400000e+00  -6.1049931e-01
  -1.0200000e+00  -9.1007545e-02
  -1.0000000e+00  -4.2069176e-01
  -9.8000000e-01  -1.3587730e+00
  -9.6000000e-01   6.5144995e-01
  -9.4000000e-01  -1.0781172e+00
  -9.2000000e-01   4.6178767e-01
  -9.0000000e-01  -2.1293736e-01
  -8.8000000e-01   2.7802741e-01
  -8.6000000e-01  -8.8893342e-01
  -8.4000000e-01  -8.8887548e-01
  -8.2000000e-01  -1.1424221e-01
  -8.0000000e-01  -6.6403729e-02
  -7.8000000e-01  -3.8518547e-01
  -7.6000000e-01  -9.0049120e-01
  -7.4000000e-01  -8.2380814e-03
  -7.2000000e-01  -6.1788732e-01
  -7.0000000e-01  -1.5907713e+00
  -6.8000000e-01   5.6624981e-01
  -6.6000000e-01  -4.6031553e-01
  -6.4000000e-01  -5.8610216e-01
  -6.2000000e-01  -5.3677629e-01
  -6.0000000e-01  -1.1185323e+00
  -5.8000000e-01  -1.9591007e+00
  -5.6000000e-01  -1.3534943e+00
  -5.4000000e-01  -5.9638670e-01
  -5.2000000e-01  -1.0102484e-01
  -5.0000000e-01  -1.4687528e+00
  -4.8000000e-01  -1.9891887e-02
  -4.6000000e-01  -2.0210299e+00
  -4.4000000e-01  -1.8067519e+00
  -4.2000000e-01  -1.7755505e+00
  -4.0000000e-01  -1.7616155e+00
  -3.8000000e-01  -7.5908633e-01
  -3.6000000e-01   5.4630353e-01
  -3.4000000e-01   4.3941706e-01
  -3.2000000e-01  -2.3964621e-01
  -3.0000000e-01  -3.1172587e-01
  -2.8000000e-01  -9.4089765e-01
  -2.6000000e-01  -3.5787746e-01
  -2.4000000e-01   6.7872949e-02
  -2.2000000e-01   3.5277939e-01
  -2.0000000e-01  -2.0845051e+00
  -1.8000000e-01  -1.4373047e+00
  -1.6000000e-01  -1.9478972e+00
  -1.4000000e-01  -1.2967490e+00
  -1.2000000e-01  -5.6002051e-01
  -1.0000000e-01  -4.5579587e-01
  -8.0000000e-02  -2.0597180e+00
  -6.0000000e-02  -1.1377255e+00
  -4.0000000e-02  -4.2284440e-01
  -2.0000000e-02  -6.1862638e-02
   0.0000000e+00  -2.7679812e-01
   2.0000000e-02  -1.6628445e+00
   4.0000000e-02  -1.2906938e+00
   6.0000000e-02  -1.8899798e+00
   8.0000000e-02  -1.3237858e+00
   1.0000000e-01  -8.3041128e-01
   1.2000000e-01  -7.7800417e-01
   1.4000000e-01  -2.7732486e-01
   1.6000000e-01   8.1342453e-01
   1.8000000e-01  -1.7235927e+00
   2.0000000e-01  -1.1972233e+00
   2.2000000e-01   1.0749806e+00
   2.4000000e-01  -6.9120261e-01
   2.6000000e-01  -3.5344981e-01
   2.8000000e-01   2.8217509e-01
   3.0000000e-01  -1.4069225e+00
   3.2000000e-01  -1.4996977e+00
